kind,split,size(Byte),time(s),speed(GB/s)
PCIe-HostToDevice-UnifiedMemory-Split,4,18000000,0.000798,22.565
PCIe-HostToDevice-UnifiedMemory-Split,4,19000000,0.000840,22.628
PCIe-HostToDevice-UnifiedMemory-Split,4,20000000,0.000879,22.764
PCIe-HostToDevice-UnifiedMemory-Split,4,21000000,0.000913,22.991
PCIe-HostToDevice-UnifiedMemory-Split,4,22000000,0.000953,23.077
PCIe-HostToDevice-UnifiedMemory-Split,4,23000000,0.000992,23.180
PCIe-HostToDevice-UnifiedMemory-Split,4,24000000,0.001031,23.275
PCIe-HostToDevice-UnifiedMemory-Split,4,25000000,0.001070,23.363
PCIe-HostToDevice-UnifiedMemory-Split,4,26000000,0.001118,23.251
PCIe-HostToDevice-UnifiedMemory-Split,4,27000000,0.001158,23.313
PCIe-HostToDevice-UnifiedMemory-Split,4,28000000,0.001200,23.331
PCIe-HostToDevice-UnifiedMemory-Split,4,29000000,0.001237,23.444
PCIe-HostToDevice-UnifiedMemory-Split,4,30000000,0.001274,23.551
PCIe-HostToDevice-UnifiedMemory-Split,4,31000000,0.001314,23.596
PCIe-HostToDevice-UnifiedMemory-Split,4,32000000,0.001351,23.692
PCIe-HostToDevice-UnifiedMemory-Split,4,33000000,0.001391,23.731
PCIe-HostToDevice-UnifiedMemory-Split,4,34000000,0.001445,23.532
PCIe-HostToDevice-UnifiedMemory-Split,4,35000000,0.001483,23.605
PCIe-HostToDevice-UnifiedMemory-Split,4,36000000,0.001521,23.674
PCIe-HostToDevice-UnifiedMemory-Split,4,37000000,0.001560,23.725
PCIe-HostToDevice-UnifiedMemory-Split,4,38000000,0.001598,23.773
PCIe-HostToDevice-UnifiedMemory-Split,4,39000000,0.001638,23.804
PCIe-HostToDevice-UnifiedMemory-Split,4,40000000,0.001677,23.848
PCIe-HostToDevice-UnifiedMemory-Split,4,41000000,0.001713,23.932
PCIe-HostToDevice-UnifiedMemory-Split,4,42000000,0.001764,23.805
PCIe-HostToDevice-UnifiedMemory-Split,4,43000000,0.001802,23.859
PCIe-HostToDevice-UnifiedMemory-Split,4,44000000,0.001843,23.872
PCIe-HostToDevice-UnifiedMemory-Split,4,45000000,0.001881,23.922
PCIe-HostToDevice-UnifiedMemory-Split,4,46000000,0.001920,23.958
PCIe-HostToDevice-UnifiedMemory-Split,4,47000000,0.001958,24.005
PCIe-HostToDevice-UnifiedMemory-Split,4,48000000,0.001996,24.051
PCIe-HostToDevice-UnifiedMemory-Split,4,49000000,0.002036,24.070
PCIe-HostToDevice-UnifiedMemory-Split,4,50000000,0.002073,24.125
PCIe-HostToDevice-UnifiedMemory-Split,4,51000000,0.002129,23.956
PCIe-HostToDevice-UnifiedMemory-Split,4,52000000,0.002166,24.010
PCIe-HostToDevice-UnifiedMemory-Split,4,53000000,0.002204,24.051
PCIe-HostToDevice-UnifiedMemory-Split,4,54000000,0.002243,24.080
PCIe-HostToDevice-UnifiedMemory-Split,4,55000000,0.002281,24.107
PCIe-HostToDevice-UnifiedMemory-Split,4,56000000,0.002320,24.134
PCIe-HostToDevice-UnifiedMemory-Split,4,57000000,0.002359,24.160
PCIe-HostToDevice-UnifiedMemory-Split,4,58000000,0.002401,24.154
PCIe-HostToDevice-UnifiedMemory-Split,4,59000000,0.002447,24.108
PCIe-HostToDevice-UnifiedMemory-Split,4,60000000,0.002487,24.123
PCIe-HostToDevice-UnifiedMemory-Split,4,61000000,0.002525,24.157
PCIe-HostToDevice-UnifiedMemory-Split,4,62000000,0.002564,24.180
PCIe-HostToDevice-UnifiedMemory-Split,4,63000000,0.002601,24.222
PCIe-HostToDevice-UnifiedMemory-Split,4,64000000,0.002640,24.244
PCIe-HostToDevice-UnifiedMemory-Split,4,65000000,0.002680,24.255
PCIe-HostToDevice-UnifiedMemory-Split,4,66000000,0.002718,24.285
PCIe-HostToDevice-UnifiedMemory-Split,4,67000000,0.002758,24.296
PCIe-HostToDevice-UnifiedMemory-Split,4,68000000,0.002810,24.201
PCIe-HostToDevice-UnifiedMemory-Split,4,69000000,0.002850,24.212
PCIe-HostToDevice-UnifiedMemory-Split,4,70000000,0.002888,24.241
PCIe-HostToDevice-UnifiedMemory-Split,4,71000000,0.002926,24.269
PCIe-HostToDevice-UnifiedMemory-Split,4,72000000,0.002964,24.288
PCIe-HostToDevice-UnifiedMemory-Split,4,73000000,0.003003,24.306
PCIe-HostToDevice-UnifiedMemory-Split,4,74000000,0.003041,24.332
PCIe-HostToDevice-UnifiedMemory-Split,4,75000000,0.003080,24.349
PCIe-HostToDevice-UnifiedMemory-Split,4,76000000,0.003131,24.270
PCIe-HostToDevice-UnifiedMemory-Split,4,77000000,0.003168,24.304
PCIe-HostToDevice-UnifiedMemory-Split,4,78000000,0.003207,24.321
PCIe-HostToDevice-UnifiedMemory-Split,4,79000000,0.003246,24.337
PCIe-HostToDevice-UnifiedMemory-Split,4,80000000,0.003285,24.353
PCIe-DeviceToHost-UnifiedMemory-Split,4,1000000,0.000148,6.735
PCIe-DeviceToHost-UnifiedMemory-Split,4,2000000,0.000201,9.965
PCIe-DeviceToHost-UnifiedMemory-Split,4,3000000,0.000229,13.079
PCIe-DeviceToHost-UnifiedMemory-Split,4,4000000,0.000290,13.803
PCIe-DeviceToHost-UnifiedMemory-Split,4,5000000,0.000297,16.837
PCIe-DeviceToHost-UnifiedMemory-Split,4,6000000,0.000346,17.335
PCIe-DeviceToHost-UnifiedMemory-Split,4,7000000,0.000398,17.573
PCIe-DeviceToHost-UnifiedMemory-Split,4,8000000,0.000452,17.715
PCIe-DeviceToHost-UnifiedMemory-Split,4,9000000,0.000499,18.047
PCIe-DeviceToHost-UnifiedMemory-Split,4,10000000,0.000471,21.230
PCIe-DeviceToHost-UnifiedMemory-Split,4,11000000,0.000490,22.426
PCIe-DeviceToHost-UnifiedMemory-Split,4,12000000,0.000530,22.623
PCIe-DeviceToHost-UnifiedMemory-Split,4,13000000,0.000636,20.443
PCIe-DeviceToHost-UnifiedMemory-Split,4,14000000,0.000674,20.778
PCIe-DeviceToHost-UnifiedMemory-Split,4,15000000,0.000718,20.896
PCIe-DeviceToHost-UnifiedMemory-Split,4,16000000,0.000763,20.973
PCIe-DeviceToHost-UnifiedMemory-Split,4,17000000,0.000817,20.804
PCIe-DeviceToHost-UnifiedMemory-Split,4,18000000,0.000844,21.333
PCIe-DeviceToHost-UnifiedMemory-Split,4,19000000,0.000872,21.778
PCIe-DeviceToHost-UnifiedMemory-Split,4,20000000,0.000905,22.094
PCIe-DeviceToHost-UnifiedMemory-Split,4,21000000,0.000941,22.315
PCIe-DeviceToHost-UnifiedMemory-Split,4,22000000,0.000973,22.615
PCIe-DeviceToHost-UnifiedMemory-Split,4,23000000,0.001021,22.529
PCIe-DeviceToHost-UnifiedMemory-Split,4,24000000,0.001078,22.258
PCIe-DeviceToHost-UnifiedMemory-Split,4,25000000,0.001129,22.134
PCIe-DeviceToHost-UnifiedMemory-Split,4,26000000,0.001162,22.371
PCIe-DeviceToHost-UnifiedMemory-Split,4,27000000,0.001195,22.594
PCIe-DeviceToHost-UnifiedMemory-Split,4,28000000,0.001221,22.939
PCIe-DeviceToHost-UnifiedMemory-Split,4,29000000,0.001251,23.175
PCIe-DeviceToHost-UnifiedMemory-Split,4,30000000,0.001289,23.270
PCIe-DeviceToHost-UnifiedMemory-Split,4,31000000,0.001330,23.305
PCIe-DeviceToHost-UnifiedMemory-Split,4,32000000,0.001383,23.131
PCIe-DeviceToHost-UnifiedMemory-Split,4,33000000,0.001434,23.019
PCIe-DeviceToHost-UnifiedMemory-Split,4,34000000,0.001477,23.026
PCIe-DeviceToHost-UnifiedMemory-Split,4,35000000,0.001509,23.188
PCIe-DeviceToHost-UnifiedMemory-Split,4,36000000,0.001539,23.391
PCIe-DeviceToHost-UnifiedMemory-Split,4,37000000,0.001567,23.616
PCIe-DeviceToHost-UnifiedMemory-Split,4,38000000,0.001596,23.803
PCIe-DeviceToHost-UnifiedMemory-Split,4,39000000,0.001637,23.819
PCIe-DeviceToHost-UnifiedMemory-Split,4,40000000,0.001687,23.717
PCIe-DeviceToHost-UnifiedMemory-Split,4,41000000,0.001738,23.594
PCIe-DeviceToHost-UnifiedMemory-Split,4,42000000,0.001788,23.491
PCIe-DeviceToHost-UnifiedMemory-Split,4,43000000,0.001819,23.644
PCIe-DeviceToHost-UnifiedMemory-Split,4,44000000,0.001851,23.766
PCIe-DeviceToHost-UnifiedMemory-Split,4,45000000,0.001886,23.857
PCIe-DeviceToHost-UnifiedMemory-Split,4,46000000,0.001915,24.022
PCIe-DeviceToHost-UnifiedMemory-Split,4,47000000,0.001948,24.132
PCIe-DeviceToHost-UnifiedMemory-Split,4,48000000,0.001999,24.014
PCIe-DeviceToHost-UnifiedMemory-Split,4,49000000,0.002048,23.926
PCIe-DeviceToHost-UnifiedMemory-Split,4,50000000,0.002093,23.889
PCIe-DeviceToHost-UnifiedMemory-Split,4,51000000,0.002132,23.922
PCIe-DeviceToHost-UnifiedMemory-Split,4,52000000,0.002165,24.021
PCIe-DeviceToHost-UnifiedMemory-Split,4,53000000,0.002192,24.175
PCIe-DeviceToHost-UnifiedMemory-Split,4,54000000,0.002224,24.279
PCIe-DeviceToHost-UnifiedMemory-Split,4,55000000,0.002261,24.326
PCIe-DeviceToHost-UnifiedMemory-Split,4,56000000,0.002301,24.338
PCIe-DeviceToHost-UnifiedMemory-Split,4,57000000,0.002351,24.244
PCIe-DeviceToHost-UnifiedMemory-Split,4,58000000,0.002401,24.154
PCIe-DeviceToHost-UnifiedMemory-Split,4,59000000,0.002407,24.508
PCIe-DeviceToHost-UnifiedMemory-Split,4,60000000,0.002423,24.765
PCIe-DeviceToHost-UnifiedMemory-Split,4,61000000,0.002455,24.852
PCIe-DeviceToHost-UnifiedMemory-Split,4,62000000,0.002492,24.875
PCIe-DeviceToHost-UnifiedMemory-Split,4,63000000,0.002570,24.511
PCIe-DeviceToHost-UnifiedMemory-Split,4,64000000,0.002611,24.510
PCIe-DeviceToHost-UnifiedMemory-Split,4,65000000,0.002663,24.405
PCIe-DeviceToHost-UnifiedMemory-Split,4,66000000,0.002707,24.377
PCIe-DeviceToHost-UnifiedMemory-Split,4,67000000,0.002763,24.251
PCIe-DeviceToHost-UnifiedMemory-Split,4,68000000,0.002796,24.325
PCIe-DeviceToHost-UnifiedMemory-Split,4,69000000,0.002827,24.405
PCIe-DeviceToHost-UnifiedMemory-Split,4,70000000,0.002852,24.546
PCIe-DeviceToHost-UnifiedMemory-Split,4,71000000,0.002888,24.587
PCIe-DeviceToHost-UnifiedMemory-Split,4,72000000,0.002919,24.662
PCIe-DeviceToHost-UnifiedMemory-Split,4,73000000,0.002970,24.582
PCIe-DeviceToHost-UnifiedMemory-Split,4,74000000,0.003011,24.580
PCIe-DeviceToHost-UnifiedMemory-Split,4,75000000,0.003069,24.438
PCIe-DeviceToHost-UnifiedMemory-Split,4,76000000,0.003105,24.478
PCIe-DeviceToHost-UnifiedMemory-Split,4,77000000,0.003146,24.478
PCIe-DeviceToHost-UnifiedMemory-Split,4,78000000,0.003174,24.572
PCIe-DeviceToHost-UnifiedMemory-Split,4,79000000,0.003203,24.664
PCIe-DeviceToHost-UnifiedMemory-Split,4,80000000,0.003229,24.778
PCIe-HostToDevice-UnifiedMemory-Split,8,1000000,0.000151,6.643
PCIe-HostToDevice-UnifiedMemory-Split,8,2000000,0.000171,11.695
PCIe-HostToDevice-UnifiedMemory-Split,8,3000000,0.000212,14.153
PCIe-HostToDevice-UnifiedMemory-Split,8,4000000,0.000252,15.879
PCIe-HostToDevice-UnifiedMemory-Split,8,5000000,0.000294,17.013
PCIe-HostToDevice-UnifiedMemory-Split,8,6000000,0.000335,17.919
PCIe-HostToDevice-UnifiedMemory-Split,8,7000000,0.000373,18.780
PCIe-HostToDevice-UnifiedMemory-Split,8,8000000,0.000412,19.434
PCIe-HostToDevice-UnifiedMemory-Split,8,9000000,0.000450,20.021
PCIe-HostToDevice-UnifiedMemory-Split,8,10000000,0.000490,20.388
PCIe-HostToDevice-UnifiedMemory-Split,8,11000000,0.000529,20.778
PCIe-HostToDevice-UnifiedMemory-Split,8,12000000,0.000569,21.077
PCIe-HostToDevice-UnifiedMemory-Split,8,13000000,0.000609,21.337
PCIe-HostToDevice-UnifiedMemory-Split,8,14000000,0.000649,21.564
PCIe-HostToDevice-UnifiedMemory-Split,8,15000000,0.000689,21.766
PCIe-HostToDevice-UnifiedMemory-Split,8,16000000,0.000728,21.976
PCIe-HostToDevice-UnifiedMemory-Split,8,17000000,0.000794,21.421
PCIe-HostToDevice-UnifiedMemory-Split,8,18000000,0.000831,21.648
PCIe-HostToDevice-UnifiedMemory-Split,8,19000000,0.000866,21.932
PCIe-HostToDevice-UnifiedMemory-Split,8,20000000,0.000909,21.995
PCIe-HostToDevice-UnifiedMemory-Split,8,21000000,0.000945,22.219
PCIe-HostToDevice-UnifiedMemory-Split,8,22000000,0.000985,22.333
PCIe-HostToDevice-UnifiedMemory-Split,8,23000000,0.001027,22.394
PCIe-HostToDevice-UnifiedMemory-Split,8,24000000,0.001064,22.558
PCIe-HostToDevice-UnifiedMemory-Split,8,25000000,0.001102,22.690
PCIe-HostToDevice-UnifiedMemory-Split,8,26000000,0.001140,22.813
PCIe-HostToDevice-UnifiedMemory-Split,8,27000000,0.001178,22.928
PCIe-HostToDevice-UnifiedMemory-Split,8,28000000,0.001218,22.997
PCIe-HostToDevice-UnifiedMemory-Split,8,29000000,0.001256,23.081
PCIe-HostToDevice-UnifiedMemory-Split,8,30000000,0.001293,23.196
PCIe-HostToDevice-UnifiedMemory-Split,8,31000000,0.001333,23.251
PCIe-HostToDevice-UnifiedMemory-Split,8,32000000,0.001370,23.356
PCIe-HostToDevice-UnifiedMemory-Split,8,33000000,0.001411,23.386
PCIe-HostToDevice-UnifiedMemory-Split,8,34000000,0.001479,22.994
PCIe-HostToDevice-UnifiedMemory-Split,8,35000000,0.001518,23.063
PCIe-HostToDevice-UnifiedMemory-Split,8,36000000,0.001559,23.099
PCIe-HostToDevice-UnifiedMemory-Split,8,37000000,0.001595,23.192
PCIe-HostToDevice-UnifiedMemory-Split,8,38000000,0.001636,23.222
PCIe-HostToDevice-UnifiedMemory-Split,8,39000000,0.001673,23.308
PCIe-HostToDevice-UnifiedMemory-Split,8,40000000,0.001714,23.335
PCIe-HostToDevice-UnifiedMemory-Split,8,41000000,0.001749,23.442
PCIe-HostToDevice-UnifiedMemory-Split,8,42000000,0.001789,23.478
PCIe-HostToDevice-UnifiedMemory-Split,8,43000000,0.001829,23.512
PCIe-HostToDevice-UnifiedMemory-Split,8,44000000,0.001867,23.570
PCIe-HostToDevice-UnifiedMemory-Split,8,45000000,0.001910,23.563
PCIe-HostToDevice-UnifiedMemory-Split,8,46000000,0.001946,23.643
PCIe-HostToDevice-UnifiedMemory-Split,8,47000000,0.001985,23.683
PCIe-HostToDevice-UnifiedMemory-Split,8,48000000,0.002024,23.710
PCIe-HostToDevice-UnifiedMemory-Split,8,49000000,0.002065,23.724
PCIe-HostToDevice-UnifiedMemory-Split,8,50000000,0.002099,23.819
PCIe-HostToDevice-UnifiedMemory-Split,8,51000000,0.002166,23.548
PCIe-HostToDevice-UnifiedMemory-Split,8,52000000,0.002195,23.685
PCIe-HostToDevice-UnifiedMemory-Split,8,53000000,0.002238,23.677
PCIe-HostToDevice-UnifiedMemory-Split,8,54000000,0.002285,23.637
PCIe-HostToDevice-UnifiedMemory-Split,8,55000000,0.002317,23.734
PCIe-HostToDevice-UnifiedMemory-Split,8,56000000,0.002356,23.767
PCIe-HostToDevice-UnifiedMemory-Split,8,57000000,0.002395,23.798
PCIe-HostToDevice-UnifiedMemory-Split,8,58000000,0.002436,23.809
PCIe-HostToDevice-UnifiedMemory-Split,8,59000000,0.002471,23.878
PCIe-HostToDevice-UnifiedMemory-Split,8,60000000,0.002513,23.877
PCIe-HostToDevice-UnifiedMemory-Split,8,61000000,0.002548,23.943
PCIe-HostToDevice-UnifiedMemory-Split,8,62000000,0.002590,23.941
PCIe-HostToDevice-UnifiedMemory-Split,8,63000000,0.002625,24.004
PCIe-HostToDevice-UnifiedMemory-Split,8,64000000,0.002663,24.029
PCIe-HostToDevice-UnifiedMemory-Split,8,65000000,0.002700,24.072
PCIe-HostToDevice-UnifiedMemory-Split,8,66000000,0.002740,24.086
PCIe-HostToDevice-UnifiedMemory-Split,8,67000000,0.002781,24.090
PCIe-HostToDevice-UnifiedMemory-Split,8,68000000,0.002857,23.802
PCIe-HostToDevice-UnifiedMemory-Split,8,69000000,0.002895,23.835
PCIe-HostToDevice-UnifiedMemory-Split,8,70000000,0.002933,23.868
PCIe-HostToDevice-UnifiedMemory-Split,8,71000000,0.002970,23.909
PCIe-HostToDevice-UnifiedMemory-Split,8,72000000,0.003004,23.965
PCIe-HostToDevice-UnifiedMemory-Split,8,73000000,0.003040,24.011
PCIe-HostToDevice-UnifiedMemory-Split,8,74000000,0.003082,24.009
PCIe-HostToDevice-UnifiedMemory-Split,8,75000000,0.003119,24.045
PCIe-HostToDevice-UnifiedMemory-Split,8,76000000,0.003157,24.074
PCIe-HostToDevice-UnifiedMemory-Split,8,77000000,0.003199,24.070
PCIe-HostToDevice-UnifiedMemory-Split,8,78000000,0.003238,24.090
PCIe-HostToDevice-UnifiedMemory-Split,8,79000000,0.003279,24.094
PCIe-HostToDevice-UnifiedMemory-Split,8,80000000,0.003312,24.157
PCIe-DeviceToHost-UnifiedMemory-Split,8,1000000,0.000246,4.069
PCIe-DeviceToHost-UnifiedMemory-Split,8,2000000,0.000304,6.576
PCIe-DeviceToHost-UnifiedMemory-Split,8,3000000,0.000351,8.541
PCIe-DeviceToHost-UnifiedMemory-Split,8,4000000,0.000409,9.790
PCIe-DeviceToHost-UnifiedMemory-Split,8,5000000,0.000460,10.875
PCIe-DeviceToHost-UnifiedMemory-Split,8,6000000,0.000476,12.601
PCIe-DeviceToHost-UnifiedMemory-Split,8,7000000,0.000452,15.501
PCIe-DeviceToHost-UnifiedMemory-Split,8,8000000,0.000600,13.332
PCIe-DeviceToHost-UnifiedMemory-Split,8,9000000,0.000526,17.099
PCIe-DeviceToHost-UnifiedMemory-Split,8,10000000,0.000583,17.163
PCIe-DeviceToHost-UnifiedMemory-Split,8,11000000,0.000738,14.899
PCIe-DeviceToHost-UnifiedMemory-Split,8,12000000,0.000798,15.043
PCIe-DeviceToHost-UnifiedMemory-Split,8,13000000,0.000859,15.131
PCIe-DeviceToHost-UnifiedMemory-Split,8,14000000,0.000920,15.225
PCIe-DeviceToHost-UnifiedMemory-Split,8,15000000,0.000980,15.307
PCIe-DeviceToHost-UnifiedMemory-Split,8,16000000,0.001043,15.334
PCIe-DeviceToHost-UnifiedMemory-Split,8,17000000,0.001101,15.443
PCIe-DeviceToHost-UnifiedMemory-Split,8,18000000,0.001119,16.082
PCIe-DeviceToHost-UnifiedMemory-Split,8,19000000,0.001150,16.522
PCIe-DeviceToHost-UnifiedMemory-Split,8,20000000,0.001170,17.088
PCIe-DeviceToHost-UnifiedMemory-Split,8,21000000,0.001213,17.306
PCIe-DeviceToHost-UnifiedMemory-Split,8,22000000,0.001227,17.934
PCIe-DeviceToHost-UnifiedMemory-Split,8,23000000,0.001276,18.026
PCIe-DeviceToHost-UnifiedMemory-Split,8,24000000,0.001283,18.705
PCIe-DeviceToHost-UnifiedMemory-Split,8,25000000,0.001304,19.178
PCIe-DeviceToHost-UnifiedMemory-Split,8,26000000,0.001346,19.323
PCIe-DeviceToHost-UnifiedMemory-Split,8,27000000,0.001386,19.474
PCIe-DeviceToHost-UnifiedMemory-Split,8,28000000,0.001419,19.729
PCIe-DeviceToHost-UnifiedMemory-Split,8,29000000,0.001496,19.384
PCIe-DeviceToHost-UnifiedMemory-Split,8,30000000,0.001533,19.570
PCIe-DeviceToHost-UnifiedMemory-Split,8,31000000,0.001586,19.544
PCIe-DeviceToHost-UnifiedMemory-Split,8,32000000,0.001650,19.398
PCIe-DeviceToHost-UnifiedMemory-Split,8,33000000,0.001710,19.297
PCIe-DeviceToHost-UnifiedMemory-Split,8,34000000,0.001747,19.463
PCIe-DeviceToHost-UnifiedMemory-Split,8,35000000,0.001772,19.757
PCIe-DeviceToHost-UnifiedMemory-Split,8,36000000,0.001796,20.043
PCIe-DeviceToHost-UnifiedMemory-Split,8,37000000,0.001835,20.163
PCIe-DeviceToHost-UnifiedMemory-Split,8,38000000,0.001857,20.468
PCIe-DeviceToHost-UnifiedMemory-Split,8,39000000,0.001904,20.487
PCIe-DeviceToHost-UnifiedMemory-Split,8,40000000,0.001924,20.789
PCIe-DeviceToHost-UnifiedMemory-Split,8,41000000,0.001957,20.952
PCIe-DeviceToHost-UnifiedMemory-Split,8,42000000,0.001989,21.120
PCIe-DeviceToHost-UnifiedMemory-Split,8,43000000,0.002021,21.273
PCIe-DeviceToHost-UnifiedMemory-Split,8,44000000,0.002055,21.409
PCIe-DeviceToHost-UnifiedMemory-Split,8,45000000,0.002113,21.302
PCIe-DeviceToHost-UnifiedMemory-Split,8,46000000,0.002183,21.070
PCIe-DeviceToHost-UnifiedMemory-Split,8,47000000,0.002216,21.210
PCIe-DeviceToHost-UnifiedMemory-Split,8,48000000,0.002278,21.067
PCIe-DeviceToHost-UnifiedMemory-Split,8,49000000,0.002327,21.061
PCIe-DeviceToHost-UnifiedMemory-Split,8,50000000,0.002393,20.894
PCIe-DeviceToHost-UnifiedMemory-Split,8,51000000,0.002418,21.095
PCIe-DeviceToHost-UnifiedMemory-Split,8,52000000,0.002443,21.283
PCIe-DeviceToHost-UnifiedMemory-Split,8,53000000,0.002481,21.361
PCIe-DeviceToHost-UnifiedMemory-Split,8,54000000,0.002488,21.701
PCIe-DeviceToHost-UnifiedMemory-Split,8,55000000,0.002526,21.772
PCIe-DeviceToHost-UnifiedMemory-Split,8,56000000,0.002566,21.823
PCIe-DeviceToHost-UnifiedMemory-Split,8,57000000,0.002589,22.019
PCIe-DeviceToHost-UnifiedMemory-Split,8,58000000,0.002608,22.238
PCIe-DeviceToHost-UnifiedMemory-Split,8,59000000,0.002619,22.524
PCIe-DeviceToHost-UnifiedMemory-Split,8,60000000,0.002662,22.536
PCIe-DeviceToHost-UnifiedMemory-Split,8,61000000,0.002705,22.547
PCIe-DeviceToHost-UnifiedMemory-Split,8,62000000,0.002764,22.433
PCIe-DeviceToHost-UnifiedMemory-Split,8,63000000,0.002819,22.348
PCIe-DeviceToHost-UnifiedMemory-Split,8,64000000,0.002887,22.171
PCIe-DeviceToHost-UnifiedMemory-Split,8,65000000,0.002938,22.125
PCIe-DeviceToHost-UnifiedMemory-Split,8,66000000,0.002995,22.035
PCIe-DeviceToHost-UnifiedMemory-Split,8,67000000,0.003023,22.165
PCIe-DeviceToHost-UnifiedMemory-Split,8,68000000,0.003076,22.106
PCIe-DeviceToHost-UnifiedMemory-Split,8,69000000,0.003109,22.195
PCIe-DeviceToHost-UnifiedMemory-Split,8,70000000,0.003138,22.311
PCIe-DeviceToHost-UnifiedMemory-Split,8,71000000,0.003162,22.453
PCIe-DeviceToHost-UnifiedMemory-Split,8,72000000,0.003187,22.594
PCIe-DeviceToHost-UnifiedMemory-Split,8,73000000,0.003211,22.732
PCIe-DeviceToHost-UnifiedMemory-Split,8,74000000,0.003240,22.840
PCIe-DeviceToHost-UnifiedMemory-Split,8,75000000,0.003275,22.902
PCIe-DeviceToHost-UnifiedMemory-Split,8,76000000,0.003292,23.085
PCIe-DeviceToHost-UnifiedMemory-Split,8,77000000,0.003324,23.166
PCIe-DeviceToHost-UnifiedMemory-Split,8,78000000,0.003380,23.075
PCIe-DeviceToHost-UnifiedMemory-Split,8,79000000,0.003443,22.947
PCIe-DeviceToHost-UnifiedMemory-Split,8,80000000,0.003486,22.951
